listing_id,price,nbhood_full,State
2595,225,Manhattan, Midtown
3831,89,Brooklyn, Clinton Hill
5099,200,Manhattan, Murray Hill
5178,79,Manhattan, Hell's Kitchen
5238,150,Manhattan, Chinatown
5295,135,Manhattan, Upper West Side
5441,85,Manhattan, Hell's Kitchen
5803,89,Brooklyn, South Slope
6021,85,Manhattan, Upper West Side
6848,140,Brooklyn, Williamsburg
7097,215,Brooklyn, Fort Greene
7322,140,Manhattan, Chelsea
7726,99,Brooklyn, Crown Heights
8024,130,Brooklyn, Park Slope
8025,80,Brooklyn, Park Slope
8110,110,Brooklyn, Park Slope
8490,120,Brooklyn, Bedford-Stuyvesant
8505,60,Brooklyn, Windsor Terrace
9518,44,Manhattan, Inwood
9657,180,Manhattan, East Village
9668,50,Manhattan, Harlem
9704,52,Manhattan, Harlem
9782,55,Brooklyn, Greenpoint
9783,50,Manhattan, Harlem
10452,70,Brooklyn, Bedford-Stuyvesant
10962,89,Brooklyn, South Slope
11708,85,Brooklyn, Bushwick
12048,40,Manhattan, Lower East Side
12192,68,Manhattan, East Village
12299,120,Brooklyn, South Slope
12318,135,Manhattan, Upper West Side
12343,150,Manhattan, Harlem
12627,150,Brooklyn, Prospect-Lefferts Gardens
12937,130,Queens, Long Island City
12940,110,Brooklyn, Bedford-Stuyvesant
13394,80,Brooklyn, Fort Greene
13808,80,Brooklyn, Bedford-Stuyvesant
14287,151,Manhattan, Upper West Side
14290,228,Brooklyn, Williamsburg
14314,144,Brooklyn, Greenpoint
14322,200,Manhattan, Kips Bay
14377,150,Brooklyn, Williamsburg
14991,110,Manhattan, Lower East Side
15220,69,Manhattan, Hell's Kitchen
15338,49,Brooklyn, Greenpoint
15341,180,Manhattan, SoHo
15385,80,Brooklyn, Williamsburg
15711,250,Manhattan, Upper East Side
16326,200,Brooklyn, Prospect Heights
16421,52,Manhattan, Hell's Kitchen
16580,80,Manhattan, East Village
16595,275,Brooklyn, Williamsburg
16821,99,Manhattan, East Village
16974,225,Manhattan, East Harlem
17092,51,Manhattan, Hell's Kitchen
17693,65,Manhattan, Washington Heights
17747,105,Brooklyn, Clinton Hill
18127,190,Manhattan, East Village
18152,200,Manhattan, Upper East Side
18198,70,Queens, Woodside
18590,95,Brooklyn, Fort Greene
18728,150,Manhattan, Chelsea
18764,145,Brooklyn, Williamsburg
19159,110,Manhattan, Harlem
19169,285,Manhattan, Lower East Side
19282,130,Brooklyn, Flatbush
19319,94,Manhattan, Lower East Side
20299,60,Manhattan, East Village
20611,85,Brooklyn, Williamsburg
20724,65,Brooklyn, Bushwick
20734,131,Brooklyn, Prospect Heights
20755,98,Brooklyn, Clinton Hill
20853,250,Brooklyn, Prospect Heights
21293,105,Brooklyn, Bushwick
21456,140,Manhattan, Upper West Side
21794,98,Manhattan, Chelsea
22918,60,Manhattan, Harlem
23135,175,Brooklyn, Carroll Gardens
23686,500,Manhattan, West Village
24143,101,Brooklyn, Williamsburg
25235,125,Brooklyn, Bedford-Stuyvesant
25696,100,Manhattan, Harlem
26362,59,Manhattan, Hell's Kitchen
26520,125,Brooklyn, Clinton Hill
26969,325,Brooklyn, Williamsburg
27006,235,Manhattan, Upper West Side
27385,225,Manhattan, East Village
27531,99,Brooklyn, South Slope
27644,170,Manhattan, Harlem
27759,170,Manhattan, Upper West Side
29013,70,Brooklyn, Bedford-Stuyvesant
29455,120,Manhattan, Harlem
29628,89,Brooklyn, Clinton Hill
29683,185,Manhattan, East Village
30031,50,Brooklyn, Greenpoint
30927,105,Manhattan, Lower East Side
31130,130,Manhattan, Hell's Kitchen
31555,115,Manhattan, West Village
31902,77,Brooklyn, Flatlands
31994,76,Brooklyn, Clinton Hill
32023,125,Brooklyn, Bedford-Stuyvesant
32037,135,Brooklyn, Clinton Hill
32965,115,Brooklyn, Bedford-Stuyvesant
32969,160,Brooklyn, Williamsburg
33009,195,Brooklyn, Williamsburg
33014,195,Manhattan, East Village
33223,80,Brooklyn, Williamsburg
34760,44,Brooklyn, Fort Greene
35526,156,Manhattan, West Village
36133,125,Brooklyn, Williamsburg
36703,225,Manhattan, West Village
38638,219,Manhattan, Upper East Side
39267,99,Manhattan, Upper East Side
39282,69,Brooklyn, Williamsburg
39593,79,Queens, Sunnyside
39704,135,Brooklyn, Bedford-Stuyvesant
41348,250,Brooklyn, Gowanus
42580,70,Brooklyn, Clinton Hill
42729,165,Brooklyn, Carroll Gardens
42882,70,Staten Island, St. George
43957,50,Brooklyn, Bushwick
44096,40,Bronx, Highbridge
44212,125,Manhattan, East Village
44221,196,Manhattan, Financial District
44229,110,Brooklyn, Fort Greene
44288,170,Manhattan, West Village
44506,165,Manhattan, Harlem
45556,65,Brooklyn, Fort Greene
45910,350,Queens, Ridgewood
45936,99,Manhattan, Morningside Heights
45940,200,Brooklyn, Williamsburg
46544,150,Brooklyn, Park Slope
46723,90,Brooklyn, Bedford-Stuyvesant
46911,120,Brooklyn, Prospect Heights
47199,75,Manhattan, Upper East Side
47926,275,Manhattan, Hell's Kitchen
48719,299,Manhattan, Lower East Side
50447,135,Brooklyn, South Slope
51485,83,Manhattan, Lower East Side
51572,123,Manhattan, Chelsea
51850,55,Queens, Jamaica
53137,195,Manhattan, Hell's Kitchen
53477,265,Queens, Middle Village
54158,249,Brooklyn, Williamsburg
54508,100,Brooklyn, Prospect Heights
54544,121,Manhattan, Harlem
54626,45,Bronx, Highbridge
54860,100,Manhattan, East Harlem
55467,140,Brooklyn, Williamsburg
55498,71,Brooklyn, Bedford-Stuyvesant
55737,199,Manhattan, West Village
55959,69,Brooklyn, Williamsburg
56467,130,Manhattan, East Village
56525,195,Brooklyn, Greenpoint
56859,64,Manhattan, Harlem
57166,140,Queens, Ditmars Steinway
57297,159,Brooklyn, Cobble Hill
57468,189,Manhattan, East Village
57618,250,Manhattan, Hell's Kitchen
57740,239,Manhattan, East Village
57754,305,Manhattan, Flatiron District
57874,155,Manhattan, Harlem
58059,60,Manhattan, Harlem
58062,135,Brooklyn, Windsor Terrace
58467,120,Manhattan, Roosevelt Island
59014,150,Manhattan, Lower East Side
59642,135,Brooklyn, Greenpoint
59709,250,Manhattan, Chinatown
60164,500,Manhattan, SoHo
60457,225,Manhattan, Greenwich Village
60666,92,Manhattan, Harlem
60680,99,Manhattan, East Village
60948,140,Manhattan, East Harlem
61406,80,Manhattan, Harlem
61492,120,Manhattan, Chinatown
61509,110,Manhattan, Midtown
62095,65,Brooklyn, East Flatbush
62427,130,Manhattan, East Village
62430,99,Brooklyn, Bushwick
62452,36,Staten Island, Tompkinsville
62461,37,Staten Island, Tompkinsville
62787,37,Staten Island, Tompkinsville
62891,175,Manhattan, East Village
62903,205,Manhattan, Chelsea
62925,285,Brooklyn, Greenpoint
63299,59,Brooklyn, Williamsburg
63320,36,Staten Island, Tompkinsville
63360,99,Queens, Astoria
63546,39,Brooklyn, Kensington
63610,105,Bronx, Eastchester
63657,135,Brooklyn, Bedford-Stuyvesant
63693,390,Manhattan, East Village
64000,60,Brooklyn, Williamsburg
64107,100,Brooklyn, Crown Heights
64277,70,Brooklyn, Bedford-Stuyvesant
64314,110,Brooklyn, Crown Heights
64365,60,Brooklyn, Crown Heights
64707,90,Manhattan, Little Italy
64837,68,Manhattan, East Village
65019,115,Manhattan, Upper West Side
65268,75,Brooklyn, Bedford-Stuyvesant
65562,129,Manhattan, East Village
65615,130,Brooklyn, Williamsburg
65660,95,Brooklyn, Williamsburg
65813,75,Manhattan, Harlem
66008,190,Brooklyn, Carroll Gardens
66026,49,Brooklyn, Crown Heights
66251,212,Manhattan, East Village
66275,95,Manhattan, Lower East Side
66451,140,Brooklyn, Williamsburg
66718,135,Manhattan, Harlem
66741,150,Brooklyn, Park Slope
66974,190,Brooklyn, Gowanus
67288,124,Manhattan, East Harlem
67299,135,Brooklyn, Williamsburg
67397,122,Manhattan, Morningside Heights
68099,109,Manhattan, Upper West Side
68403,145,Brooklyn, Bedford-Stuyvesant
68735,195,Manhattan, Upper West Side
68765,250,Brooklyn, Carroll Gardens
68974,575,Manhattan, Little Italy
69894,150,Manhattan, Upper West Side
69921,70,Brooklyn, Bushwick
70095,90,Manhattan, Inwood
70128,65,Manhattan, East Village
70609,500,Manhattan, East Village
71010,250,Manhattan, Washington Heights
71248,125,Manhattan, Chinatown
71366,200,Manhattan, West Village
71812,90,Bronx, Kingsbridge
72190,110,Manhattan, Upper West Side
72265,59,Brooklyn, Greenpoint
74073,195,Brooklyn, Williamsburg
74240,169,Brooklyn, Williamsburg
74680,115,Queens, Astoria
75193,69,Brooklyn, Williamsburg
75635,150,Manhattan, Lower East Side
76761,169,Brooklyn, South Slope
77765,179,Brooklyn, Greenpoint
77936,150,Manhattan, Hell's Kitchen
79067,350,Brooklyn, Clinton Hill
79782,120,Brooklyn, Williamsburg
80493,71,Manhattan, East Village
80700,349,Brooklyn, Greenpoint
82550,200,Brooklyn, Brooklyn Heights
82638,169,Manhattan, East Village
82928,185,Brooklyn, Bedford-Stuyvesant
83243,65,Brooklyn, Bushwick
83847,225,Manhattan, East Village
84010,179,Brooklyn, Greenpoint
84659,139,Manhattan, East Village
84905,95,Manhattan, Two Bridges
85094,79,Brooklyn, Crown Heights
86215,150,Manhattan, Lower East Side
89621,90,Brooklyn, Bedford-Stuyvesant
93313,120,Brooklyn, Bedford-Stuyvesant
94035,80,Queens, Astoria
94477,175,Brooklyn, Bedford-Stuyvesant
94783,120,Brooklyn, Crown Heights
96471,165,Brooklyn, Clinton Hill
99070,65,Manhattan, East Harlem
99085,123,Brooklyn, Fort Greene
100002,67,Manhattan, Washington Heights
100184,50,Queens, Queens Village
100186,130,Brooklyn, Gowanus
101053,100,Brooklyn, Williamsburg
103161,190,Brooklyn, Williamsburg
103806,249,Manhattan, East Village
105510,100,Brooklyn, Crown Heights
106363,60,Manhattan, Harlem
106647,135,Brooklyn, Bedford-Stuyvesant
107630,175,Brooklyn, Greenpoint
107895,120,Manhattan, Upper West Side
110739,169,Manhattan, Midtown
112435,95,Brooklyn, Fort Greene
113265,55,Brooklyn, Crown Heights
113945,85,Manhattan, Hell's Kitchen
114123,199,Brooklyn, South Slope
114229,211,Manhattan, Lower East Side
115535,65,Manhattan, Harlem
115678,99,Manhattan, Harlem
115748,110,Queens, Astoria
116940,80,Brooklyn, Crown Heights
118061,110,Brooklyn, Bedford-Stuyvesant
118430,290,Manhattan, Chelsea
120362,190,Brooklyn, Williamsburg
121687,200,Brooklyn, Williamsburg
123784,110,Manhattan, Harlem
125053,395,Manhattan, East Village
125163,99,Brooklyn, Bedford-Stuyvesant
125594,39,Brooklyn, Kensington
126443,189,Manhattan, East Village
128975,122,Manhattan, Harlem
131154,165,Brooklyn, Greenpoint
132516,97,Queens, Forest Hills
133025,130,Manhattan, Murray Hill
134934,225,Brooklyn, Williamsburg
135393,50,Brooklyn, East Flatbush
135465,170,Brooklyn, Fort Greene
136493,250,Brooklyn, Park Slope
139624,64,Brooklyn, Crown Heights
140133,249,Brooklyn, Williamsburg
140973,185,Manhattan, East Village
141154,120,Brooklyn, Boerum Hill
141984,175,Manhattan, Nolita
144087,259,Manhattan, Harlem
146754,250,Brooklyn, Windsor Terrace
147586,295,Manhattan, Harlem
148259,451,Brooklyn, Williamsburg
148825,165,Manhattan, Upper West Side
149777,77,Bronx, Woodlawn
150804,250,Manhattan, Lower East Side
151199,129,Queens, Astoria
152078,95,Manhattan, East Village
152259,55,Manhattan, Harlem
152263,300,Manhattan, Harlem
153405,125,Brooklyn, Greenpoint
153780,175,Manhattan, East Village
155296,255,Brooklyn, Williamsburg
157673,72,Brooklyn, Bedford-Stuyvesant
158176,165,Brooklyn, Williamsburg
158290,75,Brooklyn, Clinton Hill
158955,139,Brooklyn, Williamsburg
159749,88,Brooklyn, Bedford-Stuyvesant
159815,80,Brooklyn, Bedford-Stuyvesant
159913,150,Manhattan, Chelsea
160609,200,Manhattan, Upper West Side
160994,200,Manhattan, East Village
161366,42,Queens, Sunnyside
161996,295,Manhattan, Harlem
162508,130,Brooklyn, Crown Heights
163809,198,Manhattan, Harlem
163814,99,Manhattan, East Village
163836,46,Brooklyn, Greenpoint
164989,140,Manhattan, SoHo
165461,75,Manhattan, Morningside Heights
165824,33,Queens, Sunnyside
166172,60,Brooklyn, Bushwick
166541,75,Manhattan, Washington Heights
167482,185,Manhattan, Upper West Side
168084,190,Manhattan, East Village
168123,105,Brooklyn, South Slope
169002,65,Manhattan, Harlem
169306,37,Bronx, University Heights
169464,85,Brooklyn, Williamsburg
170761,85,Brooklyn, Fort Greene
173072,49,Manhattan, Harlem
173151,91,Brooklyn, Greenpoint
173742,400,Manhattan, Gramercy
176653,100,Manhattan, East Village
176962,179,Brooklyn, Williamsburg
177421,500,Brooklyn, Greenpoint
177495,429,Manhattan, Chelsea
177606,189,Manhattan, Kips Bay
179670,120,Manhattan, Lower East Side
179741,300,Manhattan, Nolita
180792,95,Queens, Astoria
181972,199,Manhattan, Harlem
182069,120,Manhattan, East Harlem
182095,199,Manhattan, West Village
182177,125,Bronx, Allerton
182649,70,Brooklyn, Williamsburg
185266,75,Brooklyn, Williamsburg
187566,99,Brooklyn, Bedford-Stuyvesant
189135,99,Manhattan, Hell's Kitchen
189732,169,Brooklyn, East New York
189787,99,Brooklyn, Crown Heights
190267,169,Manhattan, Upper East Side
190542,160,Brooklyn, Bedford-Stuyvesant
190968,215,Brooklyn, Prospect Heights
190974,130,Brooklyn, Park Slope
191075,110,Manhattan, East Village
193105,150,Manhattan, Hell's Kitchen
193393,75,Queens, Sunnyside
195123,50,Manhattan, Washington Heights
195233,43,Brooklyn, Prospect-Lefferts Gardens
195240,42,Brooklyn, Prospect-Lefferts Gardens
195971,139,Brooklyn, Bedford-Stuyvesant
195989,105,Brooklyn, Park Slope
197155,149,Manhattan, Hell's Kitchen
197753,68,Manhattan, Harlem
197942,99,Brooklyn, Bedford-Stuyvesant
199195,75,Manhattan, Harlem
199312,100,Brooklyn, Williamsburg
201992,190,Brooklyn, Park Slope
204065,248,Brooklyn, Clinton Hill
204959,95,Manhattan, Chinatown
205043,150,Manhattan, Theater District
205485,145,Brooklyn, Bedford-Stuyvesant
205735,41,Brooklyn, Bushwick
205867,120,Brooklyn, Williamsburg
206071,50,Bronx, Concourse Village
206772,195,Brooklyn, Williamsburg
208889,145,Brooklyn, Bedford-Stuyvesant
209310,50,Queens, Sunnyside
211974,250,Manhattan, East Village
212109,80,Manhattan, West Village
212178,230,Manhattan, Theater District
213272,40,Brooklyn, Bushwick
215560,79,Brooklyn, Bedford-Stuyvesant
215784,95,Queens, Long Island City
215907,300,Manhattan, Upper West Side
218358,80,Manhattan, Harlem
219066,110,Brooklyn, Bensonhurst
219922,100,Manhattan, Harlem
220351,55,Manhattan, Harlem
220946,146,Manhattan, East Village
221097,116,Brooklyn, Greenpoint
221618,150,Manhattan, Tribeca
222304,199,Manhattan, Chelsea
223930,150,Brooklyn, Prospect Heights
225306,79,Brooklyn, Bedford-Stuyvesant
225887,130,Brooklyn, Fort Greene
225926,239,Brooklyn, Clinton Hill
225976,75,Staten Island, Shore Acres
226021,220,Brooklyn, Williamsburg
227715,80,Brooklyn, Bedford-Stuyvesant
227735,288,Manhattan, East Village
228317,135,Brooklyn, Bedford-Stuyvesant
228496,225,Manhattan, West Village
228517,110,Manhattan, Chinatown
228925,100,Brooklyn, Bedford-Stuyvesant
229367,89,Manhattan, East Village
230321,80,Brooklyn, Bedford-Stuyvesant
230854,50,Bronx, Concourse
230877,135,Manhattan, East Harlem
232612,110,Brooklyn, Bedford-Stuyvesant
232618,145,Manhattan, East Harlem
233189,179,Manhattan, Hell's Kitchen
233662,110,Manhattan, Midtown
234184,325,Manhattan, Harlem
235552,300,Brooklyn, South Slope
235651,130,Manhattan, West Village
235951,190,Manhattan, Midtown
236671,180,Brooklyn, Williamsburg
236788,350,Brooklyn, DUMBO
237127,195,Manhattan, Kips Bay
239733,75,Queens, Ditmars Steinway
239883,85,Brooklyn, Fort Greene
240800,55,Brooklyn, Prospect Heights
241140,438,Brooklyn, Clinton Hill
241159,110,Brooklyn, Bedford-Stuyvesant
241862,200,Manhattan, West Village
242532,279,Brooklyn, Clinton Hill
242643,137,Brooklyn, Williamsburg
243708,199,Brooklyn, Williamsburg
245504,71,Manhattan, Inwood
245544,42,Bronx, Kingsbridge
245574,180,Brooklyn, Bedford-Stuyvesant
245607,226,Manhattan, Chelsea
246916,79,Queens, Elmhurst
246938,154,Manhattan, Lower East Side
248865,199,Brooklyn, Greenpoint
248871,700,Manhattan, West Village
250259,295,Brooklyn, Williamsburg
250801,850,Manhattan, Greenwich Village
251262,129,Brooklyn, Williamsburg
251277,140,Manhattan, Upper West Side
252076,115,Manhattan, Chinatown
253466,199,Brooklyn, Greenpoint
253475,199,Brooklyn, Greenpoint
253590,185,Manhattan, Upper West Side
253800,199,Brooklyn, Greenpoint
253803,199,Brooklyn, Greenpoint
253806,199,Brooklyn, Greenpoint
253811,199,Brooklyn, Greenpoint
253815,199,Brooklyn, Greenpoint
254131,54,Queens, Jackson Heights
255024,220,Brooklyn, Bushwick
255476,89,Brooklyn, Williamsburg
255601,170,Brooklyn, Bedford-Stuyvesant
255957,495,Manhattan, Nolita
256078,80,Queens, Sunnyside
256328,760,Manhattan, Chelsea
256369,98,Brooklyn, Cobble Hill
257097,125,Brooklyn, Bedford-Stuyvesant
257787,64,Brooklyn, Williamsburg
258284,154,Brooklyn, Clinton Hill
258397,139,Brooklyn, Park Slope
258688,325,Manhattan, West Village
258838,250,Staten Island, Arrochar
259946,125,Staten Island, Arrochar
260765,189,Manhattan, Upper East Side
261194,130,Brooklyn, Bedford-Stuyvesant
261344,101,Manhattan, Financial District
262343,153,Manhattan, Lower East Side
262405,92,Brooklyn, East Flatbush
262583,300,Manhattan, West Village
263005,145,Brooklyn, Fort Greene
263190,88,Manhattan, East Village
263232,155,Manhattan, Harlem
263776,73,Queens, Sunnyside
263888,225,Manhattan, Upper West Side
264323,85,Manhattan, Morningside Heights
265036,99,Brooklyn, Crown Heights
266146,109,Manhattan, Upper West Side
266155,167,Manhattan, Upper West Side
266449,195,Manhattan, Lower East Side
267376,65,Manhattan, Financial District
267435,55,Queens, Rego Park
267535,50,Bronx, Wakefield
267652,60,Brooklyn, Kensington
267708,99,Manhattan, East Harlem
268392,130,Manhattan, Harlem
268868,350,Manhattan, Chelsea
269283,50,Brooklyn, Crown Heights
269889,96,Queens, Long Island City
270139,45,Brooklyn, Bushwick
270231,85,Queens, Woodside
270315,34,Brooklyn, Bedford-Stuyvesant
270345,250,Manhattan, East Village
270680,190,Brooklyn, Williamsburg
271083,93,Brooklyn, Prospect-Lefferts Gardens
271128,60,Brooklyn, Bedford-Stuyvesant
271130,65,Brooklyn, Bedford-Stuyvesant
271954,150,Manhattan, Greenwich Village
272427,60,Brooklyn, Greenpoint
272738,60,Brooklyn, Williamsburg
274062,99,Manhattan, Harlem
274329,110,Brooklyn, Bushwick
274376,135,Brooklyn, Clinton Hill
275976,165,Brooklyn, Bedford-Stuyvesant
276317,402,Brooklyn, Prospect Heights
276482,85,Manhattan, Harlem
277207,75,Brooklyn, Greenpoint
277370,139,Manhattan, East Village
278090,50,Manhattan, East Harlem
279857,800,Brooklyn, Bedford-Stuyvesant
279969,100,Brooklyn, Bedford-Stuyvesant
281756,140,Brooklyn, Greenpoint
281851,130,Manhattan, Harlem
282443,90,Manhattan, Chinatown
282514,97,Brooklyn, Bedford-Stuyvesant
282863,91,Brooklyn, Gowanus
282977,125,Brooklyn, Park Slope
283550,175,Manhattan, Hell's Kitchen
284855,240,Manhattan, West Village
286662,110,Brooklyn, Crown Heights
287397,100,Brooklyn, Bedford-Stuyvesant
287417,300,Brooklyn, Bedford-Stuyvesant
287481,120,Brooklyn, Williamsburg
287839,175,Brooklyn, Fort Greene
287845,275,Brooklyn, Carroll Gardens
289288,219,Manhattan, East Village
289995,250,Brooklyn, Greenpoint
290457,139,Manhattan, Chinatown
291524,209,Manhattan, Upper West Side
292047,90,Manhattan, West Village
292266,50,Brooklyn, Bushwick
293837,157,Brooklyn, Williamsburg
294227,199,Brooklyn, Greenpoint
294242,199,Brooklyn, Greenpoint
294250,150,Manhattan, Upper West Side
294259,199,Brooklyn, Greenpoint
294263,199,Brooklyn, Greenpoint
294280,199,Brooklyn, Greenpoint
294297,105,Brooklyn, Williamsburg
294353,135,Brooklyn, Williamsburg
294490,199,Brooklyn, Greenpoint
295379,85,Brooklyn, Williamsburg
295998,300,Manhattan, Upper West Side
296345,75,Brooklyn, Williamsburg
296361,55,Queens, Elmhurst
298759,52,Brooklyn, Bedford-Stuyvesant
299078,250,Manhattan, SoHo
299531,100,Brooklyn, East New York
301034,140,Manhattan, Harlem
302057,75,Brooklyn, Flatbush
303345,90,Manhattan, East Harlem
304799,150,Manhattan, Upper West Side
305211,180,Brooklyn, Williamsburg
306799,65,Brooklyn, Bushwick
310272,59,Staten Island, Clifton
310325,75,Manhattan, Harlem
310338,75,Manhattan, Harlem
310524,75,Brooklyn, Bedford-Stuyvesant
310796,109,Manhattan, Upper West Side
311343,86,Manhattan, East Harlem
311356,52,Queens, Ridgewood
312429,100,Brooklyn, Prospect Heights
313890,99,Manhattan, Lower East Side
314982,89,Manhattan, East Village
316238,135,Brooklyn, Bedford-Stuyvesant
317838,199,Manhattan, West Village
317905,89,Brooklyn, Kensington
318021,110,Manhattan, Harlem
318187,120,Brooklyn, Bushwick
319724,59,Brooklyn, Williamsburg
319798,49,Brooklyn, Bay Ridge
319844,79,Brooklyn, Greenpoint
320865,135,Manhattan, Harlem
320876,185,Brooklyn, South Slope
322037,325,Brooklyn, Williamsburg
322604,95,Brooklyn, Williamsburg
322974,120,Manhattan, West Village
324115,75,Brooklyn, Williamsburg
325429,219,Manhattan, Upper East Side
326832,159,Manhattan, Upper East Side
326956,180,Brooklyn, Clinton Hill
327778,106,Manhattan, Kips Bay
328040,299,Manhattan, Midtown
328693,179,Manhattan, Upper West Side
328744,165,Brooklyn, Crown Heights
329385,87,Manhattan, Inwood
333189,79,Brooklyn, Williamsburg
333323,75,Manhattan, Hell's Kitchen
334607,200,Brooklyn, Williamsburg
334781,80,Manhattan, Harlem
335797,115,Brooklyn, East Flatbush
335819,115,Brooklyn, East Flatbush
335820,120,Brooklyn, East Flatbush
336220,125,Manhattan, Harlem
341525,95,Manhattan, Hell's Kitchen
342027,121,Manhattan, Upper East Side
342995,75,Manhattan, Harlem
343276,95,Manhattan, Hell's Kitchen
347865,189,Manhattan, East Village
351859,265,Manhattan, Chelsea
352651,77,Brooklyn, Prospect-Lefferts Gardens
352864,60,Manhattan, Upper East Side
353317,129,Manhattan, Chinatown
354095,199,Manhattan, East Village
355106,92,Brooklyn, Prospect-Lefferts Gardens
357509,110,Manhattan, Midtown
359982,65,Brooklyn, Williamsburg
360400,135,Manhattan, Midtown
364275,72,Brooklyn, Williamsburg
367810,120,Brooklyn, Greenpoint
369411,94,Brooklyn, Williamsburg
369567,56,Brooklyn, Prospect Heights
369671,549,Manhattan, East Village
373618,129,Brooklyn, Williamsburg
374548,85,Brooklyn, Bedford-Stuyvesant
375249,20,Staten Island, Graniteville
378460,200,Manhattan, Hell's Kitchen
380416,125,Brooklyn, Park Slope
382524,180,Manhattan, Harlem
385190,100,Manhattan, Inwood
385824,120,Bronx, Spuyten Duyvil
386555,110,Staten Island, Stapleton
386744,105,Manhattan, Upper East Side
387377,165,Manhattan, Harlem
387666,99,Manhattan, Washington Heights
387735,125,Manhattan, Gramercy
391955,159,Brooklyn, Columbia St
392948,45,Brooklyn, Williamsburg
393016,104,Manhattan, Hell's Kitchen
393094,225,Manhattan, Financial District
396636,135,Manhattan, Harlem
398283,250,Brooklyn, South Slope
399946,90,Manhattan, Lower East Side
401579,298,Brooklyn, Carroll Gardens
401836,300,Manhattan, Upper East Side
403056,125,Manhattan, East Harlem
403264,145,Manhattan, Midtown
403668,147,Manhattan, East Village
404502,123,Brooklyn, Williamsburg
404923,88,Brooklyn, Windsor Terrace
405025,215,Queens, Long Island City
405408,225,Manhattan, SoHo
406926,269,Manhattan, Nolita
407469,75,Brooklyn, Bushwick
408983,229,Brooklyn, Prospect-Lefferts Gardens
409262,300,Brooklyn, Boerum Hill
409293,100,Manhattan, East Harlem
411336,225,Manhattan, Nolita
411525,120,Brooklyn, Williamsburg
411918,160,Brooklyn, Crown Heights
412061,125,Brooklyn, Crown Heights
413504,119,Brooklyn, Williamsburg
413775,275,Manhattan, Midtown
414801,500,Brooklyn, Clinton Hill
416557,87,Brooklyn, Greenpoint
417685,160,Brooklyn, Park Slope
418291,125,Manhattan, East Village
419373,90,Brooklyn, Bedford-Stuyvesant
419792,200,Manhattan, Lower East Side
424667,99,Manhattan, Hell's Kitchen
424767,325,Manhattan, Midtown
428226,55,Brooklyn, Crown Heights
431865,275,Manhattan, Washington Heights
433218,125,Brooklyn, Prospect Heights
433414,150,Brooklyn, Clinton Hill
433914,70,Brooklyn, East New York
434792,138,Brooklyn, Gowanus
435946,208,Manhattan, Financial District
436619,110,Manhattan, East Village
436824,58,Manhattan, Harlem
438513,150,Brooklyn, Prospect-Lefferts Gardens
442636,77,Queens, Ridgewood
443646,395,Manhattan, Upper West Side
446367,90,Manhattan, Upper West Side
448048,75,Queens, Jackson Heights
449034,90,Brooklyn, Williamsburg
449130,94,Manhattan, Harlem
449660,80,Brooklyn, Windsor Terrace
450009,39,Brooklyn, Canarsie
450577,250,Manhattan, Upper West Side
450578,55,Brooklyn, Sunset Park
452541,142,Brooklyn, Windsor Terrace
453094,70,Brooklyn, Clinton Hill
453255,225,Manhattan, Lower East Side
454929,239,Manhattan, East Village
455734,50,Manhattan, Inwood
456190,174,Manhattan, West Village
456526,75,Manhattan, Harlem
457829,210,Manhattan, East Village
458154,55,Brooklyn, Williamsburg
458377,229,Brooklyn, Williamsburg
459066,150,Manhattan, Upper East Side
460036,129,Manhattan, Kips Bay
460999,100,Manhattan, Harlem
466277,235,Brooklyn, Williamsburg
466457,100,Brooklyn, Bedford-Stuyvesant
467569,311,Manhattan, Lower East Side
467634,39,Queens, Jamaica
467866,100,Manhattan, West Village
470090,210,Manhattan, Lower East Side
470370,55,Brooklyn, Crown Heights
471712,89,Manhattan, Morningside Heights
471914,110,Brooklyn, Prospect-Lefferts Gardens
472546,82,Brooklyn, Bushwick
473592,70,Queens, Long Island City
476527,89,Manhattan, East Village
476570,89,Manhattan, East Village
476571,99,Manhattan, East Village
476983,85,Manhattan, Harlem
478053,80,Manhattan, Two Bridges
478385,135,Manhattan, Kips Bay
479002,450,Brooklyn, Fort Greene
479263,145,Brooklyn, Williamsburg
479867,225,Brooklyn, Williamsburg
481022,125,Manhattan, Lower East Side
482765,100,Brooklyn, Fort Greene
483414,55,Brooklyn, Bedford-Stuyvesant
483485,328,Manhattan, Civic Center
483505,142,Brooklyn, Williamsburg
484312,300,Brooklyn, Windsor Terrace
488083,92,Brooklyn, Sunset Park
489018,185,Manhattan, East Village
489365,226,Brooklyn, Williamsburg
489924,50,Brooklyn, Sunset Park
489965,80,Manhattan, East Harlem
491123,102,Brooklyn, Prospect Heights
491529,220,Brooklyn, Park Slope
491977,165,Manhattan, Chinatown
493177,150,Manhattan, Chinatown
493611,385,Brooklyn, Gowanus
494937,499,Manhattan, SoHo
495249,85,Queens, East Elmhurst
496166,249,Brooklyn, South Slope
498052,120,Brooklyn, Williamsburg
498859,169,Brooklyn, Brighton Beach
500845,220,Manhattan, East Village
500886,85,Brooklyn, Bedford-Stuyvesant
501082,79,Manhattan, Harlem
501098,90,Brooklyn, Williamsburg
501693,99,Manhattan, Upper West Side
502309,46,Brooklyn, Prospect-Lefferts Gardens
502429,325,Brooklyn, South Slope
503529,198,Manhattan, SoHo
